ID,Delivery_person_Age,Delivery_person_Ratings,Weather,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Distance_km,Prep_Time_min,Order_Hour,Time_taken(min)_Final,Data_Source
0x64f1,24.0,4.3,Stormy,Jam,0,Snack,motorcycle,0,No,Metropolitian,19.880040740546,15.0,19,27.691747665405273,Predicted (Test)
0xc322,27.0,4.8,Cloudy,Low,0,Snack,motorcycle,1,No,Urban,13.392945876768527,5.0,22,25.563514709472656,Predicted (Test)
0x297c,30.0,4.7,Windy,Medium,1,Buffet,scooter,1,No,Urban,6.08153593718375,10.0,16,27.53471565246582,Predicted (Test)
0x6b0d,25.0,4.8,Windy,Jam,1,Buffet,scooter,0,No,Metropolitian,7.452607659561829,5.0,19,26.152236938476562,Predicted (Test)
0xcd91,24.0,4.7,Windy,High,2,Meal,scooter,1,No,Metropolitian,6.242662015576883,5.0,15,25.563514709472656,Predicted (Test)
0x7bef,29.0,4.9,Stormy,Jam,1,Buffet,motorcycle,0,No,Urban,7.790525266841046,10.0,20,27.691747665405273,Predicted (Test)
0x255c,32.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,3,Yes,Metropolitian,4.610073053799191,15.0,19,27.691747665405273,Predicted (Test)
0x5138,20.0,4.9,Sunny,Low,0,Meal,motorcycle,1,No,Urban,4.589499486380355,10.0,23,27.53471565246582,Predicted (Test)
0xe2e,21.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,3.1089255711547725,15.0,9,27.53471565246582,Predicted (Test)
0x64bc,27.0,4.5,Fog,Medium,1,Buffet,motorcycle,1,No,Urban,4.588387206077805,10.0,18,27.53471565246582,Predicted (Test)
0x88e7,37.0,4.9,Cloudy,High,2,Meal,electric_scooter,0,No,Metropolitian,6.0500335924587025,10.0,13,27.691747665405273,Predicted (Test)
0x5e32,20.0,4.8,Cloudy,Medium,2,Buffet,scooter,1,No,Urban,6.128684140033282,15.0,15,27.53471565246582,Predicted (Test)
0x8c6,30.0,4.7,Fog,Jam,2,Drinks,scooter,1,No,Metropolitian,4.66345622976206,15.0,19,27.53471565246582,Predicted (Test)
0x977b,22.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0,No,Metropolitian,4.610621612645187,15.0,22,27.691747665405273,Predicted (Test)
0x28c1,25.0,4.9,Stormy,Medium,1,Buffet,motorcycle,0,No,Metropolitian,4.469166522803337,10.0,18,27.691747665405273,Predicted (Test)
0x2796,33.0,4.5,Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,12.418394742110447,10.0,20,27.53471565246582,Predicted (Test)
0x5940,39.0,4.8,Sunny,Low,2,Buffet,motorcycle,1,No,Metropolitian,19.975741216257433,10.0,22,27.53471565246582,Predicted (Test)
0x8691,20.0,5.0,Sunny,Low,2,Buffet,scooter,1,No,Metropolitian,3.104556052438096,5.0,8,25.563514709472656,Predicted (Test)
0xb1dd,20.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1,No,Urban,7.5735286916855555,5.0,17,25.563514709472656,Predicted (Test)
0xc5a5,37.0,4.9,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,1.4652035676632342,10.0,10,27.334434509277344,Predicted (Test)
0x8ab,30.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,9.121874253616898,1385.0,18,27.53471565246582,Predicted (Test)
0x422f,27.0,4.8,Fog,Medium,0,Snack,motorcycle,1,No,Urban,7.661250453808297,10.0,17,27.53471565246582,Predicted (Test)
0x2de2,39.0,4.8,Sunny,Medium,2,Meal,scooter,1,No,Urban,10.709308833621588,5.0,17,25.563514709472656,Predicted (Test)
0x98c3,32.0,4.4,Cloudy,Jam,2,Meal,motorcycle,1,No,Metropolitian,16.601433047701192,15.0,21,27.53471565246582,Predicted (Test)
0x7c25,35.0,4.3,Windy,High,2,Snack,motorcycle,1,No,Metropolitian,3.104827485600479,15.0,11,27.53471565246582,Predicted (Test)
0x692d,24.0,4.9,Cloudy,Medium,1,Drinks,scooter,0,No,Metropolitian,12.101403911098705,10.0,17,27.691747665405273,Predicted (Test)
0x500,15.0,1.0,Sunny,Low,3,Snack,electric_scooter,1,No,Metropolitian,16.72076404537099,75.0,18,27.949525833129883,Predicted (Test)
0x2f0f,24.0,4.8,Cloudy,Low,1,Snack,motorcycle,0,No,Metropolitian,10.42769256917753,5.0,22,26.152236938476562,Predicted (Test)
0xd788,24.0,4.7,Sunny,Medium,1,Snack,motorcycle,1,No,Urban,4.39547235687439,15.0,18,27.53471565246582,Predicted (Test)
0x59e0,31.0,4.7,Windy,High,2,Meal,scooter,1,No,Metropolitian,1.489789766813,10.0,11,27.334434509277344,Predicted (Test)
0x4a68,32.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,13.787803344501583,15.0,0,29.586267471313477,Predicted (Test)
0x4cd0,32.0,4.5,Sunny,Jam,1,Buffet,motorcycle,0,No,Urban,13.762754362295334,5.0,19,26.152236938476562,Predicted (Test)
0xabc7,22.0,4.5,Stormy,Medium,0,Buffet,motorcycle,1,No,Urban,9.315071060294844,15.0,17,27.53471565246582,Predicted (Test)
0xc479,38.0,4.9,Fog,Medium,1,Snack,scooter,1,No,Urban,19.090710062524412,10.0,18,27.53471565246582,Predicted (Test)
0xb130,39.0,4.2,Windy,Jam,0,Snack,motorcycle,2,No,Semi-Urban,10.427575355310204,15.0,21,27.691747665405273,Predicted (Test)
0xbf88,30.0,4.7,Sunny,Jam,1,Buffet,scooter,1,No,Metropolitian,9.262707846965009,130.0,18,27.53471565246582,Predicted (Test)
0xc7bb,38.0,4.1,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian,2.996250036665907,10.0,9,27.691747665405273,Predicted (Test)
0x6ce2,27.0,4.5,Cloudy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,10.586910515510665,15.0,18,27.53471565246582,Predicted (Test)
0xba0a,24.0,4.8,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,7.762944133594541,10.0,20,27.53471565246582,Predicted (Test)
0x7401,29.0,4.8,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,10.880991591395228,15.0,22,27.53471565246582,Predicted (Test)
0xd2e0,20.0,4.3,Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,1.5134909748932397,10.0,9,27.334434509277344,Predicted (Test)
0x3af4,23.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,0,No,Metropolitian,7.683556858430526,15.0,17,27.691747665405273,Predicted (Test)
0x4918,34.0,4.9,Stormy,Jam,0,Buffet,motorcycle,0,No,Urban,20.848074005447355,15.0,21,27.691747665405273,Predicted (Test)
0x7137,34.0,4.1,Stormy,Medium,2,Meal,scooter,1,No,Metropolitian,12.117044368866695,5.0,18,25.563514709472656,Predicted (Test)
0x8e94,30.0,4.9,Fog,Low,1,Buffet,scooter,0,No,Metropolitian,1.5094383155993516,15.0,10,27.31257438659668,Predicted (Test)
0xca05,38.0,5.0,Stormy,Jam,1,Snack,scooter,1,No,Metropolitian,4.579055040914325,15.0,19,27.53471565246582,Predicted (Test)
0x5ba8,29.0,4.7,Stormy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,14.0219570899938,10.0,21,27.691747665405273,Predicted (Test)
0x2e29,37.0,4.2,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,16.902901527491974,5.0,22,25.563514709472656,Predicted (Test)
0x9f1d,30.0,4.6,Windy,Medium,1,Snack,motorcycle,1,No,Metropolitian,20.17918820668875,15.0,18,27.53471565246582,Predicted (Test)
0x498b,37.0,4.8,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,1.4898424937942714,5.0,8,24.881126403808594,Predicted (Test)
0x461b,36.0,4.5,Stormy,Jam,2,Snack,scooter,1,No,Metropolitian,9.326616887755375,5.0,19,25.563514709472656,Predicted (Test)
0x47aa,35.0,4.1,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,9.220499640905741,15.0,22,27.53471565246582,Predicted (Test)
0x753f,33.0,4.5,Stormy,Medium,1,Snack,motorcycle,1,No,Metropolitian,16.853347148215086,5.0,18,25.563514709472656,Predicted (Test)
0x996d,25.0,4.8,Windy,Low,2,Meal,scooter,1,No,Metropolitian,7.658776111980611,10.0,23,27.53471565246582,Predicted (Test)
0xdd79,38.0,4.8,Sandstorms,High,2,Drinks,electric_scooter,1,No,Urban,6.054776863332266,15.0,12,27.53471565246582,Predicted (Test)
0x56cc,36.0,4.3,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,17.078706390631634,5.0,0,27.90593910217285,Predicted (Test)
0xabcb,39.0,4.5,Sunny,Jam,2,Snack,scooter,1,No,Urban,7.763102784727143,5.0,19,25.563514709472656,Predicted (Test)
0xa67e,20.0,4.6,Sandstorms,Low,1,Snack,scooter,0,No,Urban,13.61128304620412,5.0,22,26.152236938476562,Predicted (Test)
0x8b3,30.0,4.7,Cloudy,Low,2,Buffet,scooter,1,No,Metropolitian,3.10533227339685,915.0,18,27.53471565246582,Predicted (Test)
0x9161,34.0,4.1,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,1.514793721388757,10.0,9,27.31257438659668,Predicted (Test)
0xa697,25.0,4.9,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,4.544230975252655,10.0,21,27.53471565246582,Predicted (Test)
0x99f,31.0,4.7,Sandstorms,Low,2,Buffet,electric_scooter,1,No,Metropolitian,7.5735286916855555,10.0,22,27.53471565246582,Predicted (Test)
0x7d4a,25.0,4.7,Cloudy,Jam,1,Meal,scooter,2,No,Urban,10.704238934519317,15.0,19,27.691747665405273,Predicted (Test)
0x94e8,25.0,4.3,Fog,Jam,2,Meal,scooter,1,No,Metropolitian,13.787603106955784,5.0,21,25.563514709472656,Predicted (Test)
0x11d4,28.0,4.9,Cloudy,Low,1,Meal,motorcycle,0,No,Urban,2.9795210494999234,10.0,10,27.691747665405273,Predicted (Test)
0x4542,33.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,10.881731319465791,5.0,19,25.563514709472656,Predicted (Test)
0xb782,32.0,4.6,Cloudy,Jam,0,Snack,motorcycle,2,No,Metropolitian,20.207797933358158,15.0,19,27.691747665405273,Predicted (Test)
0x146d,26.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,0,No,Metropolitian,4.609743188391016,5.0,18,26.152236938476562,Predicted (Test)
0x5e8c,20.0,4.9,Stormy,Medium,1,Snack,motorcycle,0,No,Metropolitian,9.193021332844554,15.0,18,27.691747665405273,Predicted (Test)
0x812c,38.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,2,No,Metropolitian,10.721987300671117,10.0,21,27.691747665405273,Predicted (Test)
0x9a69,32.0,4.9,Sunny,Medium,1,Meal,motorcycle,0,No,Urban,6.037990253487766,10.0,15,27.691747665405273,Predicted (Test)
0x6f78,36.0,4.2,Stormy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,19.8839743283605,10.0,18,27.53471565246582,Predicted (Test)
0x8ce1,22.0,4.9,Fog,Medium,0,Buffet,motorcycle,0,No,Metropolitian,4.610430682715917,10.0,19,27.691747665405273,Predicted (Test)
0x1149,30.0,4.7,Sunny,Low,3,Snack,bicycle,1,No,Metropolitian,13.40589201844524,245.0,18,27.53471565246582,Predicted (Test)
0x953d,33.0,4.5,Sunny,Medium,1,Buffet,motorcycle,0,No,Metropolitian,10.58713106938149,10.0,18,27.691747665405273,Predicted (Test)
0x8d2f,32.0,5.0,Windy,Medium,2,Buffet,scooter,1,No,Metropolitian,12.257118233178144,10.0,18,27.53471565246582,Predicted (Test)
0x1e71,32.0,3.9,Fog,Low,2,Buffet,scooter,1,No,Metropolitian,10.70546847853061,10.0,22,27.53471565246582,Predicted (Test)
0x9431,24.0,4.7,Stormy,Jam,1,Snack,motorcycle,1,No,Urban,12.073616371381318,5.0,20,25.563514709472656,Predicted (Test)
0x9ec6,35.0,4.8,Windy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,8.938093974530164,5.0,17,25.563514709472656,Predicted (Test)
0x38ec,39.0,4.8,Sunny,Jam,0,Meal,motorcycle,0,No,Metropolitian,8.937806252924872,15.0,20,27.691747665405273,Predicted (Test)
0x5843,38.0,4.3,Sandstorms,Medium,2,Meal,scooter,2,No,Metropolitian,10.709308833621588,5.0,18,26.152236938476562,Predicted (Test)
0x838d,38.0,4.9,Sunny,Jam,2,Buffet,scooter,0,No,Metropolitian,9.314965469327513,10.0,20,27.691747665405273,Predicted (Test)
0x7bdf,24.0,4.8,Windy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,19.916260009775193,5.0,18,25.563514709472656,Predicted (Test)
0xc7ff,38.0,4.7,Fog,Low,2,Buffet,scooter,1,No,Metropolitian,19.042821556225825,15.0,22,27.53471565246582,Predicted (Test)
0x67ae,21.0,4.8,Stormy,High,2,Snack,scooter,1,No,Urban,6.21800234869445,5.0,14,25.563514709472656,Predicted (Test)
0xb135,39.0,4.6,Sandstorms,High,2,Drinks,electric_scooter,0,No,Metropolitian,1.5125746930783428,15.0,11,27.31257438659668,Predicted (Test)
0x9ed7,34.0,4.1,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,1.55255331684981,15.0,10,27.334434509277344,Predicted (Test)
0x3168,34.0,4.8,Windy,Medium,2,Snack,motorcycle,1,No,Metropolitian,10.757536302641865,10.0,18,27.53471565246582,Predicted (Test)
0xbb9f,37.0,4.5,Stormy,Low,1,Drinks,scooter,1,No,Metropolitian,3.105492716560946,10.0,9,27.53471565246582,Predicted (Test)
0x3746,29.0,4.4,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,1.5094402621798344,15.0,10,27.334434509277344,Predicted (Test)
0xc8ed,20.0,4.7,Fog,Jam,2,Snack,scooter,2,No,Metropolitian,12.483638846949015,10.0,21,27.691747665405273,Predicted (Test)
0x3d1c,35.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,19.88701283582688,15.0,21,27.53471565246582,Predicted (Test)
0xb925,29.0,4.9,Sandstorms,Low,1,Buffet,scooter,0,No,Metropolitian,19.362541804304527,15.0,23,27.691747665405273,Predicted (Test)
0xa1e3,37.0,4.0,Stormy,Medium,0,Drinks,motorcycle,2,No,Metropolitian,13.970759660746802,5.0,17,26.152236938476562,Predicted (Test)
0xba23,28.0,4.6,Stormy,High,1,Meal,motorcycle,0,No,Metropolitian,3.0734537599377685,15.0,11,27.691747665405273,Predicted (Test)
0x7e0c,32.0,4.8,Windy,Low,2,Meal,scooter,0,No,Urban,1.5204186010643506,5.0,9,25.290958404541016,Predicted (Test)
0x2a0f,34.0,3.5,Sandstorms,Medium,2,Drinks,motorcycle,0,No,Metropolitian,16.90375725452544,10.0,17,27.691747665405273,Predicted (Test)
0x2c43,21.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0,No,Metropolitian,4.67433301643506,15.0,20,27.691747665405273,Predicted (Test)
0x13de,27.0,5.0,Sunny,Jam,1,Meal,motorcycle,0,No,Urban,13.7888461168452,5.0,21,26.152236938476562,Predicted (Test)
0x86ff,25.0,4.9,Fog,Low,2,Buffet,electric_scooter,1,No,Metropolitian,14.021726512881596,5.0,23,25.563514709472656,Predicted (Test)
0x5b4a,38.0,4.9,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,13.970759660746802,10.0,22,27.53471565246582,Predicted (Test)
0x2bf2,34.0,4.6,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,10.724189700859583,5.0,21,25.563514709472656,Predicted (Test)
0x8419,26.0,4.9,Sunny,Medium,2,Snack,electric_scooter,1,No,Metropolitian,6.129085334979291,15.0,16,27.53471565246582,Predicted (Test)
0x85d7,29.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1,No,Metropolitian,10.906257371570659,15.0,19,27.53471565246582,Predicted (Test)
0x6a0a,39.0,4.8,Sunny,Jam,1,Drinks,scooter,0,No,Metropolitian,9.348114492434787,15.0,20,27.691747665405273,Predicted (Test)
0x5f21,23.0,4.9,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,10.565128845647761,5.0,20,25.563514709472656,Predicted (Test)
0x9ac5,33.0,4.5,Sandstorms,Medium,0,Meal,motorcycle,0,No,Urban,7.761735387691425,15.0,19,27.691747665405273,Predicted (Test)
0x112a,33.0,4.4,Windy,Medium,0,Drinks,motorcycle,0,No,Urban,16.83409066322075,15.0,17,27.691747665405273,Predicted (Test)
0xe1ad,25.0,4.6,Sunny,Medium,1,Meal,scooter,1,No,Urban,7.8028669927510785,5.0,17,25.563514709472656,Predicted (Test)
0xc60c,26.0,4.9,Sandstorms,Medium,1,Buffet,scooter,0,No,Metropolitian,20.070963243244915,5.0,18,26.152236938476562,Predicted (Test)
0xada5,25.0,4.6,Cloudy,Jam,2,Snack,motorcycle,0,No,Urban,19.617581275547632,5.0,21,26.152236938476562,Predicted (Test)
0x9d0c,20.0,4.8,Sandstorms,Low,2,Meal,electric_scooter,0,No,Urban,19.880157869977552,15.0,23,27.691747665405273,Predicted (Test)
0xc9ee,38.0,4.8,Windy,Low,1,Meal,scooter,1,No,Metropolitian,1.4981250846097312,10.0,10,27.334434509277344,Predicted (Test)
0x98b5,25.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,1,No,Metropolitian,9.31399060766806,5.0,17,25.563514709472656,Predicted (Test)
0x7305,25.0,4.7,Windy,Jam,0,Snack,motorcycle,1,No,Urban,10.86728673513013,15.0,21,27.53471565246582,Predicted (Test)
0x46c5,32.0,5.0,Windy,Medium,0,Meal,motorcycle,0,No,Metropolitian,4.588898780683796,5.0,18,26.152236938476562,Predicted (Test)
0x8f9b,36.0,4.4,Cloudy,Medium,1,Drinks,motorcycle,1,No,Urban,12.464329547626274,15.0,18,27.53471565246582,Predicted (Test)
0x8bd2,33.0,4.7,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,16.721203191622227,10.0,23,27.53471565246582,Predicted (Test)
0xd8c9,20.0,4.6,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,10.924050490274668,10.0,23,27.53471565246582,Predicted (Test)
0x97bb,23.0,4.5,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,9.076358225887674,15.0,18,27.53471565246582,Predicted (Test)
0x7876,32.0,4.2,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,3.104827485600479,10.0,8,27.53471565246582,Predicted (Test)
0x94dc,22.0,4.9,Stormy,Jam,1,Buffet,scooter,0,No,Urban,16.385045825961107,5.0,21,26.152236938476562,Predicted (Test)
0x3d58,35.0,4.9,Windy,Low,2,Drinks,scooter,0,No,Urban,3.05960707159485,5.0,9,26.152236938476562,Predicted (Test)
0xdbb4,23.0,4.8,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,3.0882379795300396,15.0,10,27.53471565246582,Predicted (Test)
0xb436,34.0,4.6,Windy,Low,1,Drinks,scooter,1,No,Metropolitian,2.979599835600764,15.0,9,27.53471565246582,Predicted (Test)
0x9ace,22.0,4.7,Fog,Low,1,Meal,scooter,1,No,Urban,19.974200402690443,5.0,23,25.563514709472656,Predicted (Test)
0x60f9,23.0,5.0,Fog,High,1,Meal,scooter,1,No,Metropolitian,6.146683594473334,15.0,13,27.53471565246582,Predicted (Test)
0x6d4c,30.0,4.8,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,1.5527001159059903,5.0,9,24.881126403808594,Predicted (Test)
0x73a8,33.0,4.9,Stormy,Low,2,Meal,motorcycle,0,No,Urban,13.63127120906983,15.0,22,27.691747665405273,Predicted (Test)
0xa5b2,39.0,4.5,Cloudy,Medium,1,Buffet,motorcycle,0,No,Urban,7.79036212453358,5.0,17,26.152236938476562,Predicted (Test)
0x7501,32.0,4.9,Windy,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,13.971968544834215,5.0,18,25.563514709472656,Predicted (Test)
0x65c9,33.0,4.7,Sandstorms,Low,2,Snack,scooter,0,No,Metropolitian,13.612451541411557,15.0,23,27.691747665405273,Predicted (Test)
0x6a1,30.0,4.7,Stormy,Low,2,Drinks,motorcycle,1,No,Metropolitian,13.970122998261997,250.0,18,27.53471565246582,Predicted (Test)
0xcfb8,20.0,4.5,Sunny,Low,0,Drinks,motorcycle,0,No,Urban,1.5100971252582278,5.0,8,25.290958404541016,Predicted (Test)
0x7bf4,22.0,5.0,Stormy,Jam,2,Drinks,scooter,1,No,Metropolitian,12.41898167230365,15.0,20,27.53471565246582,Predicted (Test)
0xcb1c,21.0,4.5,Stormy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,12.485057737517899,10.0,20,27.53471565246582,Predicted (Test)
0x1559,23.0,4.9,Cloudy,High,0,Buffet,motorcycle,1,No,Urban,6.081596950437154,15.0,14,27.53471565246582,Predicted (Test)
0x291e,30.0,4.9,Sunny,High,1,Buffet,motorcycle,1,No,Metropolitian,1.5093577696337532,5.0,11,24.881126403808594,Predicted (Test)
0xd3b0,34.0,4.6,Windy,Low,1,Drinks,scooter,1,No,Metropolitian,4.5790387166346855,5.0,23,25.563514709472656,Predicted (Test)
0x4631,34.0,4.6,Fog,Medium,1,Buffet,scooter,0,No,Urban,6.049834150687609,5.0,16,26.152236938476562,Predicted (Test)
0xc2d6,34.0,4.6,Cloudy,Medium,2,Meal,motorcycle,0,No,Metropolitian,6.054108966390801,10.0,15,27.691747665405273,Predicted (Test)
0xb116,33.0,4.9,Sunny,Low,2,Drinks,electric_scooter,1,No,Metropolitian,19.760178243292938,15.0,22,27.53471565246582,Predicted (Test)
0x203b,38.0,3.5,Stormy,Jam,1,Drinks,scooter,0,No,Metropolitian,10.756990051436132,5.0,20,26.152236938476562,Predicted (Test)
0x33c0,38.0,4.2,Fog,Medium,2,Meal,electric_scooter,1,No,Urban,12.243495934752104,5.0,18,25.563514709472656,Predicted (Test)
0xb553,27.0,4.7,Fog,Medium,0,Meal,motorcycle,0,No,Metropolitian,6.147127365910596,15.0,15,27.691747665405273,Predicted (Test)
0x7922,39.0,4.8,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,13.406506203190967,5.0,17,25.563514709472656,Predicted (Test)
0xa659,34.0,3.5,Windy,Jam,2,Buffet,scooter,2,No,Metropolitian,20.178267239099558,15.0,21,27.691747665405273,Predicted (Test)
0x9970,24.0,4.9,Sunny,Low,2,Snack,motorcycle,1,No,Metropolitian,4.4691938252042425,10.0,22,27.53471565246582,Predicted (Test)
0xd69e,38.0,4.6,Windy,High,0,Drinks,motorcycle,1,No,Urban,5.9687940679837075,15.0,14,27.53471565246582,Predicted (Test)
0x7dfe,31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,4.528289130580048,10.0,20,27.53471565246582,Predicted (Test)
0x31cd,27.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,6.049968949184032,15.0,17,27.53471565246582,Predicted (Test)
0xc516,23.0,4.6,Sandstorms,Low,1,Snack,scooter,1,No,Metropolitian,20.831034086787458,15.0,22,27.53471565246582,Predicted (Test)
0xa115,38.0,4.4,Cloudy,Jam,1,Meal,scooter,1,No,Metropolitian,12.420728618905603,10.0,20,27.53471565246582,Predicted (Test)
0xca2e,27.0,4.4,Cloudy,Jam,2,Buffet,electric_scooter,0,No,Metropolitian,16.411877482424305,15.0,19,27.691747665405273,Predicted (Test)
0x5ae,30.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,0,No,Metropolitian,9.348052751110616,340.0,18,27.691747665405273,Predicted (Test)
0x23de,26.0,4.8,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,19.915731481294102,15.0,22,27.53471565246582,Predicted (Test)
0xb1e9,28.0,5.0,Sunny,High,2,Meal,electric_scooter,1,No,Metropolitian,3.1089700084222183,15.0,11,27.53471565246582,Predicted (Test)
0x8f63,39.0,4.6,Cloudy,Low,2,Drinks,scooter,0,No,Metropolitian,3.073543363663747,15.0,10,27.691747665405273,Predicted (Test)
0xda9a,32.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,0,No,Urban,16.411957167578073,10.0,19,27.691747665405273,Predicted (Test)
0x6942,39.0,4.7,Stormy,Low,2,Buffet,scooter,1,No,Metropolitian,3.105363416194922,10.0,9,27.53471565246582,Predicted (Test)
0x1d43,38.0,4.2,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,17.074786485938343,10.0,17,27.53471565246582,Predicted (Test)
0x95cf,33.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,12.464422665211348,5.0,18,25.563514709472656,Predicted (Test)
0xd2b5,31.0,4.9,Cloudy,Low,2,Meal,electric_scooter,1,No,Metropolitian,1.5103432312092617,15.0,10,27.334434509277344,Predicted (Test)
0x5e2d,27.0,4.0,Sandstorms,Low,0,Meal,motorcycle,0,No,Urban,3.1090243972299714,15.0,10,27.691747665405273,Predicted (Test)
0x783b,30.0,4.7,Fog,Medium,2,Meal,scooter,1,No,Metropolitian,13.989852322089257,5.0,17,25.563514709472656,Predicted (Test)
0x4348,35.0,4.5,Sunny,Medium,2,Meal,electric_scooter,1,No,Metropolitian,7.762635434587253,10.0,17,27.53471565246582,Predicted (Test)
0xd2a3,36.0,5.0,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,12.209717869596636,10.0,23,27.53471565246582,Predicted (Test)
0x4e3,30.0,4.7,Fog,Jam,2,Buffet,scooter,1,No,Metropolitian,7.546361142984559,215.0,18,27.53471565246582,Predicted (Test)
0x6aff,29.0,4.6,Sunny,Jam,1,Snack,scooter,1,No,Urban,7.761160094160204,5.0,21,25.563514709472656,Predicted (Test)
0x7388,32.0,4.6,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,1.5147941817694572,15.0,11,27.334434509277344,Predicted (Test)
0xc69c,37.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1,No,Metropolitian,10.485700419067344,5.0,19,25.563514709472656,Predicted (Test)
0xde11,28.0,4.5,Windy,Low,2,Drinks,scooter,0,No,Metropolitian,16.984098986960163,10.0,22,27.691747665405273,Predicted (Test)
0x92d5,33.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,11.916679298853882,10.0,17,27.53471565246582,Predicted (Test)
0x21df,21.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0,No,Metropolitian,19.916122613819716,15.0,22,27.691747665405273,Predicted (Test)
0xd2b1,38.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1,No,Metropolitian,19.343348762172027,10.0,21,27.53471565246582,Predicted (Test)
0xa20d,32.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,4.589499486380355,10.0,22,27.53471565246582,Predicted (Test)
0xd4cd,23.0,4.6,Cloudy,High,0,Buffet,motorcycle,1,No,Metropolitian,1.5607009185632197,10.0,11,27.334434509277344,Predicted (Test)
0x5f5d,27.0,4.8,Windy,Jam,2,Buffet,motorcycle,1,No,Urban,13.61116354777465,10.0,19,27.53471565246582,Predicted (Test)
0xdd46,23.0,4.4,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,1.4686011256508895,15.0,9,27.334434509277344,Predicted (Test)
0x2a11,20.0,2.7,Sunny,Low,2,Snack,electric_scooter,1,No,Metropolitian,10.427215010407021,10.0,23,27.53471565246582,Predicted (Test)
0xc8c0,36.0,4.7,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,8.929161574977764,5.0,21,25.563514709472656,Predicted (Test)
0xc6e3,37.0,4.2,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,3.0528213653155487,5.0,10,25.563514709472656,Predicted (Test)
