ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Weather,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Distance_km,Prep_Time_min,Order_Hour
0x2654,PUNERES03DEL02,37,4.3,Fog,Jam,1,Buffet,bicycle,1,1,Semi-Urban,35.0,7.66052012420465,15.0,21
0x328c,INDORES08DEL01,38,4.5,Fog,High,2,Meal,bicycle,1,1,Semi-Urban,30.0,6.0504060616582525,10.0,13
0x11a8,BANGRES08DEL02,34,4.7,Windy,Jam,1,Meal,bicycle,0,1,Metropolitian,29.0,12.421407858787804,10.0,20
0x1abe,MUMRES04DEL02,39,4.5,Sandstorms,Low,0,Meal,scooter,1,1,Metropolitian,22.0,12.232070021478211,5.0,22
0x8a33,SURRES17DEL01,21,4.9,Stormy,High,1,Snack,scooter,1,1,Semi-Urban,24.0,6.081596950437154,10.0,14
0xc57a,DEHRES05DEL02,37,4.2,Fog,Jam,1,Snack,scooter,1,1,Semi-Urban,45.0,11.74800430051281,15.0,19
0x4fa3,BANGRES19DEL02,35,4.8,Windy,Medium,1,Meal,scooter,1,1,Semi-Urban,30.0,20.18348136584519,15.0,17
0x3312,RANCHIRES01DEL01,34,5.0,Fog,High,0,Snack,scooter,1,1,Semi-Urban,29.0,6.036244196933988,10.0,12
0x6e24,COIMBRES11DEL01,25,4.3,Cloudy,Jam,2,Meal,scooter,1,1,Semi-Urban,34.0,17.138077427627863,5.0,21
0x82ac,BANGRES08DEL02,27,4.9,Sandstorms,Low,2,Snack,bicycle,1,1,Semi-Urban,17.0,12.421407858787804,15.0,22
0x876,PUNERES18DEL01,30,4.7,Fog,Low,2,Meal,bicycle,0,1,Metropolitian,29.0,16.849904095492622,130.0,20
0xe1c3,GOARES03DEL03,29,4.8,Sunny,Jam,1,Drinks,bicycle,0,1,Semi-Urban,14.0,4.631634621028435,10.0,21
0x1f54,INDORES15DEL03,30,3.6,Stormy,Medium,2,Meal,bicycle,1,1,Metropolitian,32.0,13.610877575672198,5.0,17
0x2ff9,COIMBRES18DEL02,30,4.0,Fog,Jam,1,Meal,bicycle,1,1,Semi-Urban,38.0,20.253101372632372,10.0,20
0xaa5c,MYSRES12DEL02,24,4.8,Cloudy,Low,1,Meal,bicycle,1,1,Semi-Urban,24.0,20.207797933358158,10.0,23
0xa4de,VADRES01DEL01,33,4.8,Sandstorms,Medium,2,Meal,bicycle,1,1,Metropolitian,22.0,16.660108123693192,15.0,17
0x738b,PUNERES07DEL01,36,4.6,Windy,Jam,1,Buffet,scooter,1,1,Metropolitian,27.0,10.72465156807538,5.0,20
0xa3c5,CHENRES010DEL02,30,4.8,Sunny,Jam,1,Buffet,bicycle,1,1,Semi-Urban,18.0,12.417487520918895,10.0,21
0x8f79,RANCHIRES20DEL02,29,4.5,Windy,Jam,1,Meal,bicycle,1,1,Semi-Urban,15.0,19.615926964388624,10.0,20
0x29f7,JAPRES08DEL02,26,4.8,Fog,Low,2,Snack,motorcycle,0,1,Metropolitian,14.0,7.448412467877649,15.0,22
0x64af,COIMBRES010DEL02,26,4.9,Stormy,Jam,1,Drinks,bicycle,1,1,Semi-Urban,24.0,20.25378851608599,15.0,19
0xbf0e,GOARES04DEL03,30,4.7,Cloudy,Low,1,Snack,scooter,1,1,Semi-Urban,18.0,4.631691361204381,155.0,20
0x22ba,MYSRES010DEL02,26,4.9,Sandstorms,Low,2,Buffet,motorcycle,0,1,Metropolitian,17.0,20.206420943723728,15.0,22
0x6425,CHENRES11DEL02,37,4.7,Stormy,Low,1,Drinks,scooter,0,1,Metropolitian,25.0,3.1045718665451782,10.0,8
0x739d,BANGRES03DEL01,39,4.2,Sandstorms,Medium,0,Drinks,scooter,1,1,Semi-Urban,47.0,10.867285240714486,15.0,17
0x387a,JAPRES15DEL01,21,4.5,Sandstorms,High,1,Meal,scooter,1,1,Semi-Urban,29.0,5.9592931098219735,10.0,12
0x9bd3,CHENRES17DEL01,23,4.5,Sandstorms,Medium,2,Buffet,bicycle,1,1,Semi-Urban,17.0,10.86586608780909,5.0,17
0x81d9,MUMRES06DEL02,25,4.9,Fog,Medium,2,Meal,bicycle,0,1,Metropolitian,10.0,7.649724402449684,15.0,17
0x632e,CHENRES11DEL03,21,4.9,Fog,Jam,0,Meal,scooter,1,1,Semi-Urban,48.0,13.96960642768458,5.0,19
0xcba5,DEHRES08DEL03,36,4.4,Fog,Jam,2,Snack,bicycle,1,1,Semi-Urban,44.0,20.555166462971748,10.0,21
0x3ae1,MUMRES14DEL01,35,4.6,Sunny,Medium,1,Drinks,scooter,1,1,Metropolitian,21.0,10.70546847853061,5.0,18
0x588d,COIMBRES18DEL03,20,4.6,Fog,Low,2,Drinks,motorcycle,1,1,Semi-Urban,23.0,14.021848812228344,10.0,22
0x9653,JAPRES02DEL03,33,4.9,Fog,Low,0,Snack,scooter,1,1,Semi-Urban,24.0,4.4691549592640305,10.0,22
0x1fa1,RANCHIRES13DEL02,24,4.6,Fog,High,0,Drinks,scooter,0,1,Semi-Urban,27.0,3.0186622920269803,15.0,11
0x4856,VADRES01DEL01,33,4.7,Cloudy,High,0,Buffet,scooter,1,1,Semi-Urban,31.0,1.5148058859292481,5.0,11
0xdfe2,AGRRES14DEL01,35,4.7,Windy,Medium,0,Buffet,scooter,1,1,Semi-Urban,27.0,5.952938861056149,10.0,16
0xa036,PUNERES13DEL01,35,4.8,Windy,Medium,1,Meal,bicycle,0,1,Semi-Urban,29.0,10.724189700859583,15.0,18
0xd14,BANGRES01DEL03,33,4.3,Cloudy,Jam,2,Buffet,bicycle,2,1,Semi-Urban,45.0,13.973207156405252,5.0,20
0x7383,MYSRES18DEL03,29,4.6,Sandstorms,Low,2,Buffet,motorcycle,1,1,Semi-Urban,18.0,4.663310851898783,10.0,23
0x440c,COIMBRES05DEL03,36,4.2,Fog,Jam,1,Meal,bicycle,1,1,Semi-Urban,34.0,9.348114492434787,10.0,21
0x5442,VADRES11DEL02,20,4.9,Sunny,Jam,1,Meal,bicycle,1,1,Semi-Urban,19.0,7.5735237341835395,5.0,20
0x7f22,PUNERES17DEL01,34,4.3,Windy,Jam,2,Snack,motorcycle,1,1,Semi-Urban,44.0,10.725127399399225,15.0,21
0x952a,SURRES15DEL03,33,4.6,Sunny,Jam,0,Snack,scooter,0,1,Semi-Urban,26.0,4.561112369847916,5.0,19
0x2e61,PUNERES12DEL02,32,4.7,Cloudy,Jam,0,Snack,scooter,1,2,Semi-Urban,53.0,19.917038235830073,15.0,19
0x32bc,PUNERES19DEL01,30,4.7,Cloudy,Low,2,Meal,bicycle,0,1,Metropolitian,15.0,1.532229188735096,750.0,20
0xbbca,VADRES01DEL01,39,4.8,Fog,Jam,1,Meal,bicycle,1,1,Semi-Urban,41.0,16.660108123693192,5.0,21
0xb239,BANGRES010DEL01,32,4.8,Sunny,High,0,Buffet,scooter,0,1,Semi-Urban,24.0,1.5527001159059903,15.0,11
0x8b0c,INDORES15DEL01,33,4.9,Cloudy,High,2,Buffet,scooter,2,1,Semi-Urban,34.0,1.5125236323325255,5.0,11
0x3913,MUMRES02DEL02,37,4.9,Cloudy,Jam,0,Drinks,scooter,1,1,Semi-Urban,26.0,7.64610474832152,10.0,20
0x3206,PUNERES14DEL01,30,4.7,Fog,Low,0,Buffet,scooter,1,1,Semi-Urban,27.0,1.5323511358881128,10.0,8
0x90c1,MYSRES18DEL01,20,5.0,Sunny,Medium,1,Buffet,scooter,0,1,Semi-Urban,11.0,17.09752652782741,10.0,17
0x324c,BANGRES11DEL02,35,3.4,Sunny,Low,0,Meal,scooter,1,1,Semi-Urban,31.0,20.182685858169084,15.0,23
0x9d7d,MUMRES12DEL01,33,4.9,Fog,Jam,0,Snack,scooter,0,2,Semi-Urban,43.0,16.82066030021692,10.0,21
0xd14f,AURGRES17DEL02,31,4.8,Windy,Jam,0,Buffet,scooter,1,1,Semi-Urban,47.0,7.631487330979372,5.0,19
0xc6c,RANCHIRES06DEL02,36,4.8,Fog,Jam,1,Drinks,scooter,1,1,Semi-Urban,25.0,7.546712474612512,15.0,20
0x89c7,PUNERES03DEL02,34,4.7,Stormy,High,1,Snack,scooter,1,1,Semi-Urban,27.0,3.064335674796853,15.0,11
0x73b0,MUMRES010DEL01,21,4.6,Windy,Jam,1,Snack,bicycle,1,1,Semi-Urban,22.0,16.83046129455743,10.0,21
0xd7c7,LUDHRES05DEL02,28,4.8,Fog,Medium,1,Snack,scooter,0,1,Semi-Urban,12.0,7.324963249883455,5.0,17
0x244d,CHENRES010DEL02,28,5.0,Fog,Low,2,Snack,motorcycle,0,1,Semi-Urban,15.0,3.104556052438096,15.0,8
0x5ab9,COIMBRES17DEL03,21,4.6,Sunny,Medium,0,Drinks,scooter,1,1,Metropolitian,24.0,14.021726512881596,10.0,17
0xd4f9,AGRRES12DEL02,35,4.1,Sandstorms,Medium,2,Drinks,motorcycle,1,1,Semi-Urban,32.0,7.440930174365867,10.0,17
0x8677,INDORES12DEL01,31,4.7,Cloudy,Medium,0,Drinks,scooter,1,1,Semi-Urban,28.0,6.0500335924587025,10.0,16
0x61f9,MYSRES15DEL02,33,4.7,Sunny,Jam,1,Drinks,bicycle,1,1,Semi-Urban,19.0,20.20525323529291,5.0,19
0x7bcd,PUNERES16DEL02,29,4.7,Cloudy,Low,1,Buffet,bicycle,1,1,Semi-Urban,14.0,3.0644857806760535,10.0,8
0x7407,SURRES16DEL02,28,5.0,Sandstorms,Low,1,Drinks,scooter,0,1,Semi-Urban,14.0,19.76171176132034,10.0,23
0x31be,SURRES17DEL03,29,4.9,Cloudy,Jam,2,Buffet,motorcycle,1,1,Semi-Urban,32.0,9.122108408658214,5.0,20
0x7d6f,HYDRES04DEL01,37,4.9,Cloudy,High,0,Drinks,scooter,1,1,Semi-Urban,33.0,1.5369113551350593,5.0,11
0xd020,AGRRES14DEL03,38,4.4,Windy,Jam,0,Drinks,scooter,1,1,Semi-Urban,38.0,8.929054495274071,15.0,20
0x922c,MUMRES14DEL03,24,4.6,Fog,Jam,2,Buffet,scooter,1,1,Semi-Urban,27.0,9.17624749258827,10.0,20
0x5114,JAPRES19DEL02,38,4.8,Fog,Jam,2,Snack,scooter,2,1,Semi-Urban,36.0,7.448311138215936,10.0,21
0x10be,BANGRES09DEL03,27,4.8,Fog,Low,1,Snack,bicycle,1,1,Semi-Urban,18.0,4.658001279265391,10.0,23
0x742a,COIMBRES08DEL01,32,4.7,Fog,Low,0,Drinks,scooter,1,1,Semi-Urban,26.0,1.5581369822072066,15.0,8
0x1d09,BANGRES04DEL01,28,4.7,Windy,Jam,1,Drinks,scooter,1,1,Semi-Urban,24.0,17.07644834661623,5.0,19
0x527d,RANCHIRES15DEL01,34,4.5,Sandstorms,Low,0,Drinks,scooter,0,1,Metropolitian,24.0,1.5093844931452696,15.0,9
0x708d,RANCHIRES16DEL01,36,4.2,Cloudy,Low,2,Buffet,motorcycle,0,1,Semi-Urban,33.0,16.600272418856072,10.0,22
0xa38,CHENRES19DEL02,30,4.7,Sunny,Medium,2,Drinks,bicycle,1,1,Semi-Urban,19.0,20.180635114114718,1300.0,20
0xf18,JAPRES12DEL03,29,4.9,Fog,Jam,2,Meal,bicycle,0,1,Semi-Urban,30.0,4.469352052738077,5.0,19
0x17b8,COIMBRES16DEL03,38,4.8,Fog,Low,1,Buffet,scooter,1,1,Semi-Urban,19.0,4.674266565274251,10.0,22
0x358f,SURRES07DEL01,23,4.6,Windy,Jam,0,Snack,scooter,1,1,Semi-Urban,30.0,16.72143013885536,15.0,19
0xe282,AGRRES12DEL03,34,4.2,Stormy,Medium,0,Meal,scooter,1,1,Semi-Urban,37.0,4.464734973807576,5.0,17
0xca32,KOCRES13DEL01,22,4.8,Windy,Medium,2,Snack,bicycle,1,1,Semi-Urban,21.0,6.242426324082786,15.0,15
0x35e8,MYSRES010DEL02,30,5.0,Windy,Medium,0,Drinks,scooter,0,1,Metropolitian,30.0,12.435302723482724,10.0,18
0x3140,RANCHIRES07DEL03,32,4.2,Fog,Jam,1,Snack,scooter,0,1,Semi-Urban,39.0,4.528158738548494,15.0,22
0x93b0,CHENRES15DEL03,26,5.0,Stormy,Medium,1,Meal,bicycle,0,1,Semi-Urban,26.0,9.314044064891696,5.0,18
0x8f94,CHENRES06DEL01,23,4.6,Stormy,Jam,2,Meal,bicycle,0,1,Semi-Urban,28.0,10.865675782880029,10.0,19
0xc19a,BHPRES17DEL02,34,3.8,Windy,Jam,2,Meal,bicycle,0,1,Semi-Urban,44.0,19.628127535448083,5.0,19
0xa7a9,PUNERES05DEL03,23,4.6,Stormy,Jam,1,Buffet,scooter,1,1,Metropolitian,15.0,13.788581570141362,5.0,21
0x6523,PUNERES04DEL03,22,4.6,Fog,Low,2,Snack,motorcycle,1,1,Semi-Urban,19.0,9.193520993944183,5.0,23
0x6874,MYSRES17DEL02,28,4.6,Sandstorms,Jam,2,Meal,bicycle,0,1,Semi-Urban,27.0,20.206226468830582,15.0,20
0x43be,JAPRES11DEL02,38,4.8,Stormy,Low,2,Drinks,motorcycle,0,1,Metropolitian,22.0,2.979626144829987,15.0,8
0xc355,BHPRES20DEL01,39,4.1,Windy,Medium,1,Drinks,bicycle,0,1,Semi-Urban,38.0,10.569496921731531,5.0,18
0x5748,HYDRES010DEL03,26,4.7,Sunny,Medium,0,Meal,scooter,1,1,Metropolitian,15.0,9.220449825751995,5.0,18
0x95c7,SURRES09DEL02,20,4.8,Cloudy,Low,1,Drinks,bicycle,1,1,Metropolitian,26.0,12.161417162421785,10.0,23
0x4765,JAPRES16DEL03,23,4.5,Stormy,Jam,1,Drinks,bicycle,1,1,Semi-Urban,19.0,20.856833724898493,15.0,19
0x6e1d,JAPRES16DEL01,25,4.0,Sandstorms,Jam,0,Buffet,scooter,1,1,Metropolitian,31.0,10.429850454296803,15.0,19
0xb9fe,HYDRES17DEL02,37,4.6,Cloudy,Low,0,Buffet,scooter,1,1,Semi-Urban,25.0,7.683332672259472,5.0,0
0x942,CHENRES09DEL02,30,4.7,Sunny,Low,3,Meal,bicycle,1,1,Semi-Urban,29.0,3.1046911695399038,725.0,20
0xa58a,PUNERES11DEL01,30,3.8,Windy,Jam,1,Drinks,scooter,1,1,Semi-Urban,38.0,10.72504264384306,15.0,21
0xa0a6,CHENRES06DEL01,27,4.6,Fog,Medium,0,Drinks,scooter,1,1,Metropolitian,29.0,6.209141643213009,5.0,15
0x7d2d,MUMRES01DEL02,27,4.6,Stormy,Jam,1,Snack,scooter,1,1,Metropolitian,18.0,19.88298786811286,10.0,20
0x2bfb,BANGRES010DEL03,37,4.3,Sandstorms,Low,0,Snack,scooter,1,1,Semi-Urban,34.0,4.658009301231346,5.0,22
0xbf68,AURGRES04DEL03,39,4.9,Cloudy,Jam,0,Drinks,scooter,1,1,Semi-Urban,25.0,9.157673042594519,5.0,20
0x52c2,COIMBRES01DEL03,22,4.6,Cloudy,Low,2,Drinks,scooter,0,1,Metropolitian,10.0,4.674220356187266,15.0,0
0x7c97,COIMBRES03DEL02,24,2.8,Sunny,Low,2,Buffet,bicycle,1,1,Semi-Urban,42.0,12.463883024166657,10.0,22
0x56d4,RANCHIRES16DEL02,34,5.0,Sunny,Low,0,Snack,scooter,1,1,Metropolitian,21.0,19.617824561450774,15.0,23
0x3127,PUNERES04DEL01,26,4.4,Cloudy,High,2,Snack,scooter,1,1,Metropolitian,32.0,6.12918392293498,5.0,13
0xc82e,AGRRES11DEL02,32,4.2,Windy,Low,0,Snack,scooter,0,1,Semi-Urban,33.0,2.976570182999729,5.0,8
0x82bc,COIMBRES010DEL03,39,5.0,Windy,Low,2,Drinks,bicycle,0,1,Semi-Urban,28.0,14.022268860182423,5.0,22
0xab9f,BANGRES06DEL02,25,4.8,Sandstorms,Medium,2,Snack,bicycle,1,1,Metropolitian,24.0,7.762500242365753,10.0,17
0x9a76,CHENRES19DEL03,24,4.7,Sandstorms,Jam,2,Drinks,bicycle,1,1,Semi-Urban,21.0,13.971759900424741,10.0,21
0x8361,COIMBRES05DEL01,22,4.1,Cloudy,Medium,1,Buffet,bicycle,1,1,Semi-Urban,33.0,10.906042243292653,15.0,17
0xcb46,KNPRES19DEL02,24,4.3,Fog,Jam,1,Drinks,scooter,1,1,Semi-Urban,40.0,19.394555235256966,10.0,20
0xd78c,GOARES01DEL02,20,4.9,Fog,Low,1,Buffet,scooter,1,1,Semi-Urban,16.0,3.087779183156497,15.0,10
0x7cfe,MUMRES19DEL02,39,4.8,Cloudy,Jam,0,Meal,scooter,0,1,Metropolitian,27.0,7.648080628607945,15.0,21
0x8984,MUMRES17DEL02,26,4.7,Stormy,Low,0,Buffet,scooter,1,1,Semi-Urban,18.0,12.236723616598548,10.0,23
0x1d75,COIMBRES010DEL01,27,4.3,Stormy,Low,0,Buffet,scooter,1,1,Metropolitian,20.0,1.55813398149798,10.0,8
0xe6b,RANCHIRES04DEL03,30,4.7,Cloudy,Jam,2,Snack,scooter,1,1,Metropolitian,21.0,9.05586019430546,1410.0,20
0x396d,RANCHIRES13DEL02,35,4.6,Cloudy,Jam,2,Snack,bicycle,3,2,Metropolitian,47.0,19.617573744443128,5.0,21
0xb01e,SURRES09DEL01,31,4.6,Cloudy,Jam,2,Snack,bicycle,1,1,Semi-Urban,42.0,16.72115728076054,15.0,19
0x3880,PUNERES06DEL03,24,4.9,Cloudy,Jam,2,Buffet,bicycle,1,1,Metropolitian,21.0,4.596543327364382,15.0,22
0xac1c,RANCHIRES13DEL02,24,4.9,Windy,Low,0,Drinks,scooter,1,1,Metropolitian,17.0,19.617573744443128,10.0,23
0x5a9e,VADRES19DEL02,21,4.8,Windy,Low,2,Buffet,motorcycle,0,1,Metropolitian,14.0,19.688308620509066,5.0,23
0x8d3a,SURRES01DEL02,34,4.1,Sandstorms,Jam,0,Meal,scooter,1,1,Semi-Urban,46.0,19.760091519675676,15.0,20
0xbb94,PUNERES12DEL02,21,4.3,Sunny,Jam,0,Snack,scooter,0,2,Semi-Urban,52.0,7.661250453808297,10.0,20
0x217d,RANCHIRES19DEL03,36,4.4,Cloudy,Low,2,Meal,scooter,0,1,Semi-Urban,36.0,13.584306064167167,15.0,22
0x7c86,INDORES01DEL01,29,4.7,Cloudy,Jam,0,Drinks,scooter,0,1,Semi-Urban,48.0,10.588906536688087,15.0,20
0x45cd,HYDRES03DEL01,39,4.6,Windy,Low,2,Snack,scooter,1,1,Semi-Urban,26.0,1.536864059415262,5.0,11
0xe27d,LUDHRES09DEL02,32,4.0,Cloudy,Jam,2,Snack,bicycle,1,1,Metropolitian,46.0,11.720187303218541,5.0,19
0x5a2b,INDORES11DEL01,35,5.0,Cloudy,Low,2,Drinks,bicycle,0,1,Metropolitian,15.0,1.5125686168842198,10.0,9
0x274a,SURRES19DEL01,35,4.0,Windy,Jam,0,Meal,scooter,0,1,Semi-Urban,50.0,16.722543155307,10.0,21
0xb9e,JAPRES010DEL01,35,4.7,Cloudy,Jam,1,Snack,bicycle,1,1,Semi-Urban,41.0,16.383856071848083,5.0,21
0xd006,DEHRES14DEL02,28,4.6,Stormy,Jam,1,Snack,scooter,0,1,Metropolitian,11.0,7.34386385823289,10.0,21
0xa03f,HYDRES07DEL01,26,4.5,Sunny,High,0,Buffet,scooter,1,1,Semi-Urban,40.0,6.147194518583351,15.0,13
0xa07e,MUMRES02DEL01,25,4.2,Fog,Jam,2,Snack,scooter,1,1,Semi-Urban,43.0,10.704238934519317,10.0,20
0x618b,HYDRES18DEL02,30,4.7,Fog,Medium,0,Drinks,scooter,1,1,Semi-Urban,29.0,7.683355299930933,1295.0,20
0x734b,MYSRES13DEL01,27,5.0,Windy,Jam,1,Snack,bicycle,0,1,Semi-Urban,25.0,17.09838855662463,5.0,20
0xca87,KOLRES010DEL01,25,4.8,Stormy,High,2,Meal,scooter,0,1,Semi-Urban,20.0,1.5136443701721214,15.0,11
0x89dc,MYSRES08DEL03,33,4.5,Windy,Medium,1,Buffet,scooter,0,1,Metropolitian,21.0,13.990192142064847,15.0,17
0x54f0,CHENRES03DEL02,26,4.6,Sandstorms,Medium,2,Snack,bicycle,1,1,Semi-Urban,23.0,20.176414243687514,5.0,18
0xccbc,GOARES17DEL01,32,4.1,Stormy,Jam,0,Drinks,scooter,1,1,Metropolitian,38.0,10.808630377209381,10.0,20
0x84ef,PUNERES18DEL01,38,4.1,Windy,Medium,2,Buffet,bicycle,1,1,Semi-Urban,39.0,10.723264172167632,15.0,18
0x95e,RANCHIRES15DEL02,30,4.7,Sandstorms,Jam,1,Buffet,scooter,1,1,Semi-Urban,27.0,7.546401421474661,55.0,20
0x689e,HYDRES05DEL03,23,4.8,Sunny,Jam,1,Drinks,scooter,1,1,Semi-Urban,18.0,4.610339345524684,15.0,19
0x5c2c,JAPRES18DEL01,25,4.5,Fog,Low,2,Drinks,bicycle,1,1,Semi-Urban,27.0,16.384334344092046,5.0,23
0x7f3c,MYSRES15DEL01,38,4.8,Windy,High,1,Meal,scooter,1,1,Semi-Urban,30.0,6.217525604924386,10.0,12
0x59c,JAPRES11DEL01,30,4.7,Fog,Low,0,Snack,scooter,1,1,Semi-Urban,21.0,16.385045825961107,215.0,20
0x5e51,COIMBRES01DEL02,30,4.7,Stormy,Low,2,Snack,bicycle,1,1,Semi-Urban,27.0,12.464066309794568,5.0,22
0xa05,CHENRES08DEL02,37,4.1,Sandstorms,Medium,2,Snack,bicycle,2,1,Semi-Urban,32.0,7.761839422154042,15.0,17
0x625,VADRES03DEL02,30,4.7,Sunny,Low,3,Snack,bicycle,1,1,Semi-Urban,38.0,19.68777669417997,1340.0,20
0xd76b,BHPRES04DEL02,34,4.4,Stormy,High,1,Buffet,bicycle,1,1,Semi-Urban,31.0,3.0206347310381325,5.0,11
0x93b1,BANGRES010DEL02,29,4.5,Windy,Medium,2,Snack,motorcycle,1,1,Semi-Urban,26.0,12.420750050313671,15.0,17
0xad61,MUMRES05DEL02,28,4.7,Sandstorms,Low,1,Drinks,scooter,1,1,Semi-Urban,16.0,3.0611340136861775,15.0,9
0x8d9e,COIMBRES06DEL01,29,4.6,Sunny,Jam,2,Drinks,motorcycle,1,1,Semi-Urban,15.0,10.906058503327221,15.0,19
0xba19,BANGRES010DEL01,20,5.0,Cloudy,Jam,2,Meal,scooter,1,1,Metropolitian,30.0,17.078028601490022,15.0,20
0xa862,INDORES07DEL01,38,4.8,Fog,Jam,2,Drinks,bicycle,2,1,Semi-Urban,40.0,10.587929946825925,15.0,21
0x8a73,CHENRES010DEL03,32,4.6,Cloudy,Medium,1,Meal,bicycle,1,1,Semi-Urban,15.0,4.656788095044164,15.0,17
0x4a70,CHENRES15DEL03,24,4.7,Windy,Low,2,Buffet,bicycle,1,1,Semi-Urban,17.0,4.657159718107683,15.0,23
0x5fc,INDORES11DEL03,50,6.0,Sunny,Low,3,Buffet,bicycle,0,1,Semi-Urban,28.0,4.537553114731602,5.0,20
0x89a6,BANGRES02DEL01,23,5.0,Stormy,Medium,0,Meal,scooter,1,1,Semi-Urban,16.0,6.210169290102755,10.0,15
0x21b3,RANCHIRES19DEL01,20,4.8,Sunny,Low,0,Drinks,scooter,0,1,Semi-Urban,24.0,10.565936169903516,10.0,22
0xa9a1,MUMRES08DEL01,26,3.9,Sunny,High,0,Buffet,scooter,1,2,Metropolitian,49.0,1.5299884479314707,5.0,12
0x28e5,VADRES19DEL01,20,4.9,Sunny,High,2,Buffet,motorcycle,1,1,Semi-Urban,17.0,6.058844117462931,15.0,14
0xc3c5,BHPRES03DEL03,36,4.6,Sandstorms,Medium,2,Buffet,motorcycle,1,1,Semi-Urban,31.0,9.060372371427242,10.0,17
0x2cf4,MUMRES06DEL02,39,4.9,Sunny,Jam,0,Buffet,scooter,1,1,Semi-Urban,23.0,7.649724402449684,15.0,21
0x7642,JAPRES11DEL01,38,4.9,Sunny,Low,1,Buffet,scooter,0,1,Semi-Urban,19.0,1.4898423067405666,15.0,8
0x9235,MUMRES08DEL03,27,4.5,Cloudy,Jam,0,Snack,scooter,0,1,Semi-Urban,22.0,9.179276688028636,10.0,21
0x1643,INDORES12DEL01,24,4.6,Fog,Low,1,Meal,scooter,1,1,Metropolitian,25.0,10.587023705098991,5.0,23
0x624c,MUMRES06DEL02,28,4.6,Fog,Low,1,Meal,scooter,0,1,Semi-Urban,29.0,12.239035527316306,15.0,23
0x4bac,MYSRES02DEL01,28,4.6,Cloudy,Jam,1,Buffet,bicycle,1,1,Semi-Urban,34.0,17.098593053938863,5.0,19
0x658,INDORES06DEL01,30,4.0,Cloudy,High,2,Buffet,motorcycle,0,1,Semi-Urban,39.0,6.050438648835732,15.0,12
0x2a5e,VADRES20DEL03,29,4.1,Sunny,Jam,0,Drinks,scooter,1,1,Semi-Urban,42.0,4.544215521132342,15.0,19
0x4fd0,INDORES19DEL01,30,5.0,Sunny,Low,2,Drinks,bicycle,1,1,Semi-Urban,19.0,1.5125976112065025,5.0,9
0x231e,BANGRES20DEL01,30,4.7,Windy,Low,2,Buffet,bicycle,0,1,Semi-Urban,14.0,1.5525820816228664,835.0,20
0x46cb,SURRES17DEL02,37,5.0,Windy,Jam,2,Buffet,bicycle,0,1,Semi-Urban,33.0,7.601876617115989,10.0,20
0xa92c,BANGRES02DEL03,37,4.8,Sandstorms,Low,2,Drinks,scooter,1,1,Semi-Urban,22.0,4.657672650623545,10.0,22
0x8aff,CHENRES01DEL02,29,4.8,Cloudy,Jam,0,Meal,scooter,2,1,Semi-Urban,43.0,12.41898167230365,10.0,21
0x4400,JAPRES04DEL03,38,5.0,Cloudy,Medium,2,Snack,bicycle,2,1,Semi-Urban,42.0,13.406506203190967,15.0,18
0x788,COIMBRES03DEL01,25,4.7,Sandstorms,Low,1,Snack,bicycle,0,1,Semi-Urban,19.0,10.90598905626876,15.0,22
0x649b,COIMBRES01DEL02,34,4.8,Stormy,Low,2,Snack,bicycle,1,1,Semi-Urban,29.0,7.790237052802913,15.0,0
0xbf71,GOARES14DEL01,34,4.7,Sunny,Jam,1,Drinks,scooter,1,1,Semi-Urban,20.0,10.817079414296114,5.0,21
0x1241,MUMRES20DEL02,24,5.0,Stormy,Jam,0,Meal,scooter,0,1,Semi-Urban,29.0,19.88431857497891,15.0,20
0xb3db,MYSRES18DEL01,21,4.6,Sandstorms,High,1,Meal,bicycle,0,1,Metropolitian,14.0,6.217689735000026,10.0,13
0x9e9a,PUNERES20DEL03,39,4.6,Stormy,Medium,2,Snack,motorcycle,0,1,Semi-Urban,34.0,9.19151681625338,15.0,17
0x5db,HYDRES06DEL01,30,4.7,Cloudy,Medium,0,Buffet,scooter,0,2,Semi-Urban,47.0,10.756273454297123,10.0,17
0x928e,RANCHIRES18DEL03,24,4.5,Sandstorms,Jam,1,Snack,bicycle,1,1,Metropolitian,19.0,13.583440059634135,15.0,19
0xd3bd,KOLRES01DEL03,35,4.8,Sandstorms,Medium,1,Meal,scooter,1,1,Semi-Urban,24.0,13.62208523449083,5.0,17
0x2074,JAPRES14DEL01,26,4.9,Sunny,High,2,Snack,bicycle,0,1,Metropolitian,13.0,1.4899271643865588,10.0,11
0x6485,INDORES14DEL03,29,4.6,Sandstorms,Medium,2,Meal,motorcycle,1,1,Semi-Urban,22.0,9.074331008326515,5.0,17
0x1b5a,PUNERES05DEL01,30,4.7,Sandstorms,Low,2,Snack,motorcycle,0,1,Metropolitian,11.0,16.852241972645785,120.0,20
0x31c6,CHENRES03DEL01,30,4.7,Sunny,Low,1,Buffet,bicycle,1,1,Semi-Urban,16.0,1.5522165637171133,10.0,8
0xad9b,COIMBRES15DEL01,22,4.8,Windy,Low,2,Snack,scooter,0,1,Metropolitian,12.0,17.13793593144315,15.0,22
